Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
141;33;Del Giro;76168557-0;Distribuidora Arizona Limitada;1249804;10/07/2026;10/07/2026 13:44:54;;0;62640;11902;;;74542;;;;;0;;;;0;;;;
142;33;Del Giro;96557910-9;Alimentos y Frutos S.A.;9604168;11/07/2026;10/07/2026 14:49:17;;0;82760;15724;;;98484;;;;;0;;;;0;;;;
143;33;Del Giro;77544666-8;ALIMENTOS SURANDES LIMITADA;23842;10/07/2026;10/07/2026 15:54:31;;0;119000;22610;;;141610;;;;;0;;;;0;;;;
144;33;Del Giro;77544666-8;ALIMENTOS SURANDES LIMITADA;23843;10/07/2026;10/07/2026 15:55:17;;0;238000;45220;;;283220;;;;;0;;;;0;;;;
145;33;Del Giro;77264835-9;ALIMENTOS BIGGER LTDA;13133;11/07/2026;10/07/2026 17:28:40;;0;30450;5786;;;36236;;;;;0;;;;0;;;;
146;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;41016128;10/07/2026;10/07/2026 19:29:00;;0;197395;37505;;;244770;;;;;0;;;;0;18;9870;5;
147;33;Del Giro;83614800-2;ARIZTIA COMERCIAL LTDA.;38875814;10/07/2026;11/07/2026 02:09:28;;0;54800;10412;;;65212;;;;;0;;;;0;;;;
148;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;102000939;11/07/2026;11/07/2026 09:17:14;;0;246448;46825;;;293273;;;;;0;;;;0;;;;
149;33;Del Giro;77141376-5;COMERCIAL BESTFRUIT SPA;8315;11/07/2026;11/07/2026 10:06:05;;0;38184;7255;;;45439;;;;;0;;;;0;;;;
150;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5675468;13/07/2026;13/07/2026 04:20:22;;0;35500;6745;;;42245;;;;;0;;;;0;;;;
151;33;Del Giro;76124890-1;Telefónica Móviles Chile S.A.;73612409;12/07/2026;13/07/2026 11:02:02;;0;37924;7205;;;45129;;;;;0;;;;0;;;;
152;33;Del Giro;76038019-9;PROCESADORA DE ALIMENTOS TRES EFE S.P.A.;963428;11/07/2026;13/07/2026 11:38:52;;0;69791;13260;;;83051;;;;;0;;;;0;;;;
153;33;Del Giro;76211425-9;Delivery Hero E-Commerce Chile SPA;3273340;13/07/2026;13/07/2026 12:13:30;;0;5986;1137;;;7123;;;;;0;;;;0;;;;
154;33;Del Giro;96557910-9;Alimentos y Frutos S.A.;9609222;14/07/2026;13/07/2026 16:33:39;;0;173464;32958;;;206422;;;;;0;;;;0;;;;
155;33;Del Giro;77264835-9;ALIMENTOS BIGGER LTDA;13181;14/07/2026;13/07/2026 18:07:46;;0;23800;4522;;;28322;;;;;0;;;;0;;;;
156;33;Del Giro;93281000-K;Coca Cola Embonor S.A.;104193818;14/07/2026;14/07/2026 01:35:03;;0;299403;56887;;;393092;;;;;0;;;;0;271;20040;18;
;33;Del Giro;93281000-K;Coca Cola Embonor S.A.;104193818;14/07/2026;;;;;;;;;;;;;;;;;;27;16762;10;
157;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5678043;14/07/2026;14/07/2026 06:04:03;;0;26900;5111;;;32011;;;;;0;;;;0;;;;
158;33;Del Giro;76038019-9;PROCESADORA DE ALIMENTOS TRES EFE S.P.A.;964437;14/07/2026;14/07/2026 06:52:43;;0;74395;14135;;;88530;;;;;0;;;;0;;;;
159;33;Del Giro;77209443-4;UBER PORTIER CHILE SPA;2738525;14/07/2026;14/07/2026 07:56:04;;0;4100;779;;;4879;;;;;0;;;;0;;;;
160;33;Del Giro;77141376-5;COMERCIAL BESTFRUIT SPA;8316;14/07/2026;14/07/2026 08:57:38;;0;35124;6674;;;41798;;;;;0;;;;0;;;;
161;33;Del Giro;77544666-8;ALIMENTOS SURANDES LIMITADA;23880;14/07/2026;14/07/2026 10:13:16;;0;357000;67830;;;424830;;;;;0;;;;0;;;;
162;33;Del Giro;79921330-3;DPS CHILE COMERCIAL LIMITADA.;2445456;14/07/2026;14/07/2026 10:25:24;;0;294830;56018;;;350848;;;;;0;;;;0;;;;
163;33;Del Giro;99061000-2;HDI SEGUROS S.A.;10298617;13/07/2026;14/07/2026 10:40:13;;0;38117;7242;;;45359;;;;;0;;;;0;;;;
164;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;102001010;14/07/2026;14/07/2026 11:04:28;;0;245392;46625;;;292017;;;;;0;;;;0;;;;
165;33;Del Giro;76111152-3;BIDFOOD CHILE S.A.;3576843;15/07/2026;14/07/2026 17:21:05;;0;120275;22852;;;143514;;;;;0;;;;0;19;387;12;
166;33;Del Giro;77137860-9;Comercial K SpA;1521522;14/07/2026;14/07/2026 21:16:18;;0;388971;73904;;;462875;;;;;0;;;;0;;;;
167;33;Del Giro;83614800-2;ARIZTIA COMERCIAL LTDA.;38875881;14/07/2026;15/07/2026 04:01:18;;0;54800;10412;;;65212;;;;;0;;;;0;;;;
168;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5679880;15/07/2026;15/07/2026 04:31:08;;0;133292;25325;;;165282;;;;;0;;;;0;18;6665;5;
169;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5680157;15/07/2026;15/07/2026 05:09:14;;0;110285;20955;;;131240;;;;;0;;;;0;;;;
170;33;Del Giro;76134941-4;ADMIN. DE SUPERMERCADOS HIPER LIMITADA;80275702;14/07/2026;15/07/2026 08:58:33;;0;34218;6502;;;40720;;;;;0;;;;0;;;;
171;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21035;07/07/2026;15/07/2026 14:34:21;;0;6681;1269;;;7950;;;;;0;;;;0;;;;
172;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21059;08/07/2026;15/07/2026 14:39:20;;0;6681;1269;;;7950;;;;;0;;;;0;;;;
173;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21076;09/07/2026;15/07/2026 14:42:56;;0;6681;1269;;;7950;;;;;0;;;;0;;;;
174;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21092;10/07/2026;15/07/2026 14:46:21;;0;6681;1269;;;7950;;;;;0;;;;0;;;;
175;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21110;11/07/2026;15/07/2026 14:49:31;;0;13361;2539;;;15900;;;;;0;;;;0;;;;
176;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21132;13/07/2026;15/07/2026 14:53:33;;0;6681;1269;;;7950;;;;;0;;;;0;;;;
177;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21147;14/07/2026;15/07/2026 14:56:04;;0;4454;846;;;5300;;;;;0;;;;0;;;;
178;33;Del Giro;77264835-9;ALIMENTOS BIGGER LTDA;13224;16/07/2026;15/07/2026 17:39:23;;0;19700;3743;;;23443;;;;;0;;;;0;;;;
179;33;Del Giro;76022693-9;COMERCIAL FRUTALVENTO LIMITADA;2081;15/07/2026;15/07/2026 18:34:16;;0;25957;4932;;;30889;;;;;0;;;;0;;;;
180;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5681537;16/07/2026;16/07/2026 03:15:06;;0;199112;37832;;;246899;;;;;0;;;;0;18;9955;5;
181;33;Del Giro;96557910-9;Alimentos y Frutos S.A.;9619120;18/07/2026;17/07/2026 14:30:44;;0;103250;19618;;;122868;;;;;0;;;;0;;;;
182;33;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;41073816;17/07/2026;17/07/2026 17:23:34;;0;174174;33093;;;215976;;;;;0;;;;0;18;8709;5;
183;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5683863;18/07/2026;18/07/2026 03:32:50;;0;26900;5111;;;32011;;;;;0;;;;0;;;;
184;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;102001101;18/07/2026;18/07/2026 08:59:03;;0;343992;65358;;;409350;;;;;0;;;;0;;;;
185;33;Del Giro;77141376-5;COMERCIAL BESTFRUIT SPA;8317;18/07/2026;18/07/2026 10:42:56;;0;35714;6786;;;42500;;;;;0;;;;0;;;;
186;33;Del Giro;81201000-K;CENCOSUD RETAIL S.A.;27294507;18/07/2026;18/07/2026 15:59:39;;0;80973;15384;;;100626;;;;;0;;;;0;24;2719;31.5;
;33;Del Giro;81201000-K;CENCOSUD RETAIL S.A.;27294507;18/07/2026;;;;;;;;;;;;;;;;;;27;1550;10;
187;33;Del Giro;77141376-5;COMERCIAL BESTFRUIT SPA;8322;11/07/2026;19/07/2026 13:40:50;;0;7566;1438;;;9004;;;;;0;;;;0;;;;
188;33;Del Giro;76038019-9;PROCESADORA DE ALIMENTOS TRES EFE S.P.A.;966260;18/07/2026;20/07/2026 07:48:20;;0;58612;11136;;;69748;;;;;0;;;;0;;;;
189;33;Del Giro;76211425-9;Delivery Hero E-Commerce Chile SPA;3285818;20/07/2026;20/07/2026 15:16:09;;0;10123;1923;;;12046;;;;;0;;;;0;;;;
190;33;Del Giro;76134941-4;ADMIN. DE SUPERMERCADOS HIPER LIMITADA;80301558;20/07/2026;20/07/2026 16:04:56;;0;39613;7527;;;47140;;;;;0;;;;0;;;;
191;33;Del Giro;77264835-9;ALIMENTOS BIGGER LTDA;13262;21/07/2026;20/07/2026 17:21:41;;0;22490;4273;;;26763;;;;;0;;;;0;;;;
192;33;Del Giro;77141376-5;COMERCIAL BESTFRUIT SPA;8323;21/07/2026;21/07/2026 08:59:40;;0;30925;5876;;;36801;;;;;0;;;;0;;;;
193;33;Del Giro;76029743-7;Alvi Supermercado Mayorista S.A;1774176;21/07/2026;21/07/2026 10:01:58;;0;81328;15452;;;96780;;;;;0;;;;0;;;;
194;33;Del Giro;76029743-7;Alvi Supermercado Mayorista S.A;1774177;21/07/2026;21/07/2026 10:03:56;;0;8739;1661;;;10400;;;;;0;;;;0;;;;
195;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5688034;22/07/2026;22/07/2026 04:20:45;;0;195997;37239;;;241691;;;;;0;;;;0;18;8455;5;
196;33;Del Giro;96557910-9;Alimentos y Frutos S.A.;9629151;23/07/2026;22/07/2026 11:42:20;24/07/2026 10:04:24;0;42198;8018;;;50216;;;;;0;;;;0;;;;
197;33;Del Giro;79676110-5;Transporte y Comercial Tressa Ltda.;240508;23/07/2026;22/07/2026 12:43:04;24/07/2026 10:04:24;0;100624;19119;;;119743;;;;;0;;;;0;;;;
198;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21167;15/07/2026;22/07/2026 13:46:22;;0;2227;423;;;2650;;;;;0;;;;0;;;;
199;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21182;16/07/2026;22/07/2026 13:49:04;;0;4454;846;;;5300;;;;;0;;;;0;;;;
200;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21194;17/07/2026;22/07/2026 13:51:19;;0;4454;846;;;5300;;;;;0;;;;0;;;;
201;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21203;18/07/2026;22/07/2026 13:52:51;;0;8908;1693;;;10601;;;;;0;;;;0;;;;
202;33;Del Giro;76711136-3;PANIFICADORA OLFOS Y ANDREANI SOCIEDAD POR ACCIONES;21244;21/07/2026;22/07/2026 13:59:17;;0;4454;846;;;5300;;;;;0;;;;0;;;;
203;33;Del Giro;77544666-8;ALIMENTOS SURANDES LIMITADA;24007;22/07/2026;22/07/2026 15:33:49;;0;36600;6954;;;43554;;;;;0;;;;0;;;;
204;33;Del Giro;96863570-0;INMOBILIARIA MALL VI?A DEL MAR?S.A.;259475;22/07/2026;22/07/2026 15:47:25;;0;20410;3878;;;24288;;;;;0;;;;0;;;;
205;33;Del Giro;77264835-9;ALIMENTOS BIGGER LTDA;13286;23/07/2026;22/07/2026 17:30:53;24/07/2026 10:04:24;0;27500;5225;;;32725;;;;;0;;;;0;;;;
206;33;Del Giro;76231804-0;Biofoods SpA;42049;22/07/2026;22/07/2026 18:23:52;;0;81326;15452;;;96778;;;;;0;;;;0;;;;
207;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5708417;23/07/2026;23/07/2026 03:54:27;24/07/2026 10:04:24;0;74611;14175;;;88786;;;;;0;;;;0;;;;
208;33;Del Giro;76038019-9;PROCESADORA DE ALIMENTOS TRES EFE S.P.A.;968034;23/07/2026;23/07/2026 08:00:56;24/07/2026 10:04:24;0;51006;9691;;;60697;;;;;0;;;;0;;;;
209;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;102009078;23/07/2026;23/07/2026 09:40:29;;0;121680;23119;;;144799;;;;;0;;;;0;;;;
210;33;Del Giro;76113783-2;Nano Mall Marina Arauco;389691;23/07/2026;23/07/2026 12:15:13;24/07/2026 10:04:24;0;8070;1533;;;9603;;;;;0;;;;0;;;;
211;33;Del Giro;76111152-3;BIDFOOD CHILE S.A.;3591999;24/07/2026;23/07/2026 18:01:02;24/07/2026 10:04:24;0;90875;17266;;;108399;;;;;0;;;;0;19;258;12;
212;33;Del Giro;83614800-2;ARIZTIA COMERCIAL LTDA.;38946897;23/07/2026;24/07/2026 04:01:04;24/07/2026 10:04:24;0;54800;10412;;;65212;;;;;0;;;;0;;;;
213;33;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;5710754;24/07/2026;24/07/2026 06:15:41;24/07/2026 10:04:24;0;26900;5111;;;32011;;;;;0;;;;0;;;;
214;33;Del Giro;77544666-8;ALIMENTOS SURANDES LIMITADA;24038;24/07/2026;24/07/2026 09:26:37;24/07/2026 10:04:24;0;238000;45220;;;283220;;;;;0;;;;0;;;;
215;33;Del Giro;81201000-K;CENCOSUD RETAIL S.A.;27318295;24/07/2026;24/07/2026 09:27:42;;0;39623;7527;;;47150;;;;;0;;;;0;;;;
216;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;102009148;25/07/2026;25/07/2026 09:26:55;;0;190632;36220;;;226852;;;;;0;;;;0;;;;
217;33;Del Giro;77137860-9;Comercial K SpA;1524804;25/07/2026;25/07/2026 15:40:49;;0;210028;39905;;;249933;;;;;0;;;;0;;;;
218;33;Del Giro;97004000-5;Banco de Chile;48152201;23/07/2026;26/07/2026 00:22:27;;0;24492;4653;;;29145;;;;;0;;;;0;;;;
219;33;Del Giro;77209443-4;UBER PORTIER CHILE SPA;2764122;28/07/2026;28/07/2026 06:36:30;;0;5039;957;;;5996;;;;;0;;;;0;;;;
220;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;102009226;28/07/2026;28/07/2026 10:08:11;;0;345202;65588;;;410790;;;;;0;;;;0;;;;
221;33;Del Giro;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA.;102009283;30/07/2026;30/07/2026 09:13:22;;0;147208;27969;;;175177;;;;;0;;;;0;;;;
222;33;Del Giro;81201000-K;CENCOSUD RETAIL S.A.;27375081;30/07/2026;30/07/2026 20:16:31;;0;71662;13614;;;85276;;;;;0;;;;0;;;;
223;33;Del Giro;96689310-9;Transbank S.A;58287714;29/07/2026;31/07/2026 11:22:50;;0;163264;31020;;;194284;;;;;0;;;;0;;;;
224;34;Del Giro;77630439-5;Operadora de Sistemas Electrónicos SPA;3143078;06/07/2026;06/07/2026 16:29:50;;40200;0;0;;;40200;;;;;0;;;;0;;;;
225;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;12289046;07/07/2026;08/07/2026 04:20:25;;22815;0;0;;;22815;;;;;0;;;;0;;;;
226;34;Del Giro;76376061-8;SOCIEDAD CONCESIONARIA VESPUCIO ORIENTE S.A.;3441225;14/07/2026;14/07/2026 16:53:35;;582;0;0;;;582;;;;;0;;;;0;;;;
227;61;Del Giro;91004000-6;PRODUCTOS FERNANDEZ S.A.;4570958;25/06/2026;25/06/2026 00:23:23;;0;34823;6616;;;43180;;;;;0;;;;0;18;1741;5;
228;61;Del Giro;93281000-K;COCA-COLA EMBONOR S.A.;17048583;27/06/2026;27/06/2026 17:50:17;;0;5571;1058;;;6629;;;;;0;;;;0;;;;
229;61;Del Giro;96689310-9;TRANSBANK S.A.;12493016;30/06/2026;01/07/2026 20:56:41;;0;11035;2097;;;13132;;;;;0;;;;0;;;;
230;61;Del Giro;96689310-9;TRANSBANK S.A.;12459033;30/06/2026;02/07/2026 20:14:28;;0;18138;3446;;;21584;;;;;0;;;;0;;;;
231;61;Del Giro;76111152-3;BIDFOOD CHILE S.A.;336551;06/07/2026;06/07/2026 14:30:49;;0;92174;17513;;;110074;;;;;0;;;;0;19;387;12;
232;61;Del Giro;77965620-9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;543469;14/07/2026;14/07/2026 18:25:44;;0;1772;337;;;2198;;;;;0;;;;0;18;89;5;
